"codigo_dane","mat","soc","fil","bio","qui","fis","ing","len","total.evaluados","nombre_col","lon","lat","tipo"
"111001000078",46,45,40.5,45,45,44,43,49,108,"INSTITUCION EDUCATIVA DISTRITAL DE CULTURA POPULAR",-74.1252973579999,4.60161792484898,"oficial"
"111001000124",46.5,48,41,47,48,47,45,48,174,"COLEGIO DISTRITAL CARLOS ARANGO VELEZ",-74.1352875069999,4.60750294584877,"oficial"
"111001000132",44,46,41,45,47,47,43,48,209,"COLEGIO AQUILEO PARRA INSTITUCION EDUCATIVA DISTRITAL",-74.0396101489999,4.76593730584361,"oficial"
"111001000272",46,46.5,41,47,46,47,45,48,140,"INSTITUTO TECNICO DISTRITAL LAUREANO GOMEZ",-74.1016778509999,4.71854196584518,"oficial"
"111001000388",43,43,40,44,41,44,42,47,116,"INSTITUCION EDUCATIVA DISTRITAL ESCUELA NACIONAL DE COMERCIO",-74.0702030709999,4.59327922984923,"oficial"
"111001000612",49,51,46,51,48,50,50,52,53,"COLEGIO FEMENINO LORENCITA VILLEGAS DE SANTOS INSTITUCION EDUCATIVA DISTRITAL",-74.0733819839999,4.68230016484634,"oficial"
"111001001121",44,45,41,46,45,47,43,48,111,"INSTITUCION EDUCATIVA DISTRITAL MARCO TULIO FERNANDEZ",-74.1015009479999,4.67389612284662,"oficial"
"111001001279",46,45,41,46,47,47,43,48.5,174,"COLEGIO DISTRITAL DARIO ECHANDIA",-74.1617637919999,4.64351636384758,"oficial"
"111001001538",44,43,38,44,45,41,43,47,169,"INSTITUCION EDUCATIVA DISTRITAL NUEVA CONSTITUCION",-74.1221395949999,4.71125739284536,"oficial"
"111001002330",44,46,40,45,45,46,43,48,219,"INSTITUCION EDUCATIVA DISTRITAL LA GAITANA",-74.1092987529999,4.74152074584439,"oficial"
"111001002909",43,44,40,44,43,44,43,47,295,"INSTITUCION EDUCATIVA DISTRITAL CARLOS ALBAN HOLGUIN",-74.1972385739999,4.6059560698488,"oficial"
"111001006122",47,48,41,47,47,46,47,50,466,"INSTITUCION EDUCATIVA DISTRITAL LA MERCED",-74.1014146799999,4.62164804284829,"oficial"
"111001006483",46,46,41,46,45,44,43,48,199,"COLEGIO DISTRITAL NOCTURNO ANTONIO NARIÑO",-74.1008876429999,4.68294456884633,"oficial"
"111001008389",46,45,41,46,45,47,43,48,117,"INSTITUTO TECNICO DISTRITAL DOMINGO FAUSTINO SARMIENTO",-74.0635614779999,4.68434188784626,"oficial"
"111001009148",47,47,43,47,46,47,46,50,127,"COLEGIO DISTRITAL HELADIA MEJIA HIJOS DE EDUCADORES",-74.0656555189999,4.65330069084729,"oficial"
"111001009521",47,47,42,47,47,50,46,50,181,"INSTITUCION EDUCATIVA DISTRITAL ROBERT F. KENNEDY",-74.1016807539999,4.67908478184645,"oficial"
"111001009580",49,47,41,46,47,47,43,50,177,"INSTITUTO TECNICO DISTRITAL JUAN DEL CORRAL",-74.0817064509999,4.68445245484624,"oficial"
"111001009652",43,46,40,45,45,44,43,48,353,"COLEGIO DISTRITAL JOSE MARIA CORDOBA",-74.1322435289999,4.57757315884973,"oficial"
"111001009831",43,45,41,46,45,44,43,50,148,"INSTITUCION EDUCATIVA DISTRITAL POLICARPA SALAVARRIETA",-74.0690215769999,4.60526542184883,"oficial"
"111001009971",49,47,42,47,45,47,43,50,255,"INSTITUCION EDUCATIVA DISTRITAL REPUBLICA DE COLOMBIA",-74.0910857849999,4.67860482884644,"oficial"
"111001010031",44,43,38,44,44,46,42,47,358,"INSTITUCION EDUCATIVA DISTRITAL CEDID SAN PABLO",-74.1874616139999,4.59978975884904,"oficial"
"111001010251",44,45,41,44,45,45,42,48,316,"COLEGIO DISTRITAL VENECIA",-74.1442691389999,4.59175635384925,"oficial"
"111001010421",46,45,41,45,46,47,43,48,204,"COLEGIO DISTRITAL JORGE ELIECER GAITAN",-74.0818255069999,4.66538826884688,"oficial"
"111001010731",46,46,42,45.5,46.5,47,45,50,212,"INSTITUCION EDUCATIVA DISTRITAL MANUELA BELTRAN",-74.0662511929999,4.64452345584755,"oficial"
"111001010740",52,49,44,49,50,50,46,52,308,"INSTITUTO TECNICO DISTRITAL FRANCISCO JOSE DE CALDAS",-74.0935277839999,4.67314521384661,"oficial"
"111001010839",44,44.5,41,44,45,47,42,48,124,"EXTERNADO NACIONAL CAMILO TORRES",-74.0663262439999,4.62016212984833,"oficial"
"111001010910",52,48,41.5,47,47,47,45,50,398,"COLEGIO NACIONAL NICOLAS ESGUERRA",-74.1218007449999,4.63238813084797,"oficial"
"111001010928",46,45,41,45,45,47,43,49,261,"INSTITUCION EDUCATIVA DISTRITAL  RESTREPO MILLAN",-74.1213977319999,4.57906426984969,"oficial"
"111001011011",46,49,43,46,46,50,45,50,233,"INSTITUTO TECNICO INDUSTRIAL PILOTO",-74.138612098,4.58462411184953,"oficial"
"111001011029",44,43,39,44,43,46,42,47,195,"INSTITUCION EDUCATIVA DISTRITAL REINO DE HOLANDA",-74.122163886,4.56831636285004,"oficial"
"111001011045",46,47,41,46,45,47,45,50,139,"INSTITUCION EDUCATIVA DISTRITAL SILVERIA ESPINOSA DE RENDON",-74.1128011009999,4.63031763384801,"oficial"
"111001011053",44,44,40,44,43,44,43,47,265,"COLEGIO DISTRITAL GUILLERMO LEON VALENCIA",-74.1021827869999,4.5884642058494,"oficial"
"111001011070",43,45,41,45,45,50,43,48,132,"INSTITUCION EDUCATIVA DISTRITAL MIGUEL ANTONIO CARO",-74.1050572369999,4.70862593984546,"oficial"
"111001011088",41,43,37,44,43,43,42,46,69,"COLEGIO DISTRITAL REPUBLICA DE PANAMA",-74.0764818389999,4.6766056608465,"oficial"
"111001011274",44,45,41,47,45,44,43,48,306,"INSTITUCION EDUCATIVA DISTRITAL  ANDRES BELLO",-74.1304952789999,4.59897858484903,"oficial"
"111001011321",43,44,39,44,43,43,43,45,175,"INSTITUCION EDUCATIVA DISTRITAL CARLOS ARTURO TORRES",-74.1463499679999,4.59990094384902,"oficial"
"111001011690",43,45,40,45,43,44.5,43,47,306,"COLEGIO DISTRITAL LA AMISTAD",-74.1628086859999,4.63299441384792,"oficial"
"111001011771",43,45,41,45,44,44,43,48,116,"COLEGIO DISTRITAL JOSE ASUNCION SILVA",-74.0982725569999,4.71299148684534,"oficial"
"111001011819",47,48,43,47.5,48,47,47,50,370,"INSTITUCION EDUCATIVA DISTRITAL LICEO FEMENINO MERCEDES NARIÑO",-74.1029490919999,4.57981348284967,"oficial"
"111001011908",49,49,45,47.5,48,48,45,52,172,"ESCUELA NORMAL SUPERIOR DISTRITAL MARIA MONTESSORI",-74.0968861809999,4.58560733284945,"oficial"
"111001012033",43,46,39,44,43,44,43,46,90,"CENTRO EDUCATIVO DISTRITAL VEINTE DE JULIO",-74.0944461319999,4.57134284384995,"oficial"
"111001012271",46,46,38,46,45,46,43,48,244,"INSTITUCION EDUCATIVA DISTRITAL RAFAEL URIBE URIBE",-74.1290996579999,4.57906457284967,"oficial"
"111001012301",43,39,36.5,41,41,41,42.5,45,26,"COLEGIO SAN JOSE SUR ORIENTAL (IED)",-74.0841793899999,4.54651047885075,"oficial"
"111001012335",44,46,40,44,45,44,43,48,134,"CENTRO EDUCATIVO DISTRITAL JUANA ESCOBAR",-74.0875042029999,4.53577188485112,"oficial"
"111001012343",46,44,40,45,45,47,43,47,149,"CENTRO EDUCATIVO DISTRITAL TOM ADAMS",-74.1551872189999,4.61811551184844,"oficial"
"111001012360",43,44,38,44,43,43,42,48,278,"CENTRO EDUCATIVO DISTRITAL EL JAPON",-74.1537008029999,4.62182169584827,"oficial"
"111001012441",50,48,43,49,47,50,46,50,71,"INSTITUCION EDUCATIVA DISTRITAL MORISCO",-74.0902905569999,4.70542479584556,"oficial"
"111001012459",52,52,47,51,53,53,47,56,81,"INSTITUCION EDUCATIVA DISTRITAL SAN JOSE NORTE AGUAS CLARAS",-74.1023822679999,4.69588916984587,"oficial"
"111001012483",49,47,44,47,47,50,45,50,168,"CENTRO EDUCATIVO DISTRITAL INSTITUTO TECNICO TABORA",-74.0977785369999,4.69381878484597,"oficial"
"111001012530",46,47,41,46,46,44,43,49,183,"COLEGIO EL JAZMIN INSTITUCION EDUCATIVA DISTRITAL",-74.1149462949999,4.60964449184872,"oficial"
"111001012556",46,44,41,46,41,43.5,43,45,28,"CENTRO EDUCATIVO DISTRITAL ESPAÑA",-74.0894330919999,4.62283123284826,"oficial"
"111001012602",47,45,42,46,45,47,43,49,157,"COLEGIO DISTRITAL ATANASIO GIRARDOT",-74.1044974859999,4.59452081484919,"oficial"
"111001012611",43,47,41,47,45,45,44,48,128,"COLEGIO DISTRITAL BRAVO PAEZ",-74.1194069039999,4.57986869184965,"oficial"
"111001012815",44,45,41,46,43,47,43,48,95,"INSTITUCION EDUCATIVA DISTRITAL QUIROGA ALIANZA",-74.1206139149999,4.58153201184963,"oficial"
"111001012963",46,46,41,47,47,47,43,48,138,"COLEGIO DISTRITAL BENJAMIN HERRERA",-74.1273152169999,4.60213325184892,"oficial"
"111001012971",44,44,39,45,45,46,43,48,51,"INSTITUCION EDUCATIVA DISTRITAL RAFAEL DELGADO SALGUERO",-74.1204065669999,4.58504835884947,"oficial"
"111001013102",49,46.5,40.5,47.5,49,50,43,48,78,"CENTRO EDUCATIVO DISTRITAL DE EDUCACION BASICA Y MEDIA SAN PEDRO CLAVER",-74.1710967309999,4.63171968984798,"oficial"
"111001013129",46,45,40.5,45.5,45,46,43,47,144,"CENTRO EDUCATIVO DISTRITAL CLASS",-74.1787715669999,4.61405633584858,"oficial"
"111001013153",44,44,40,44,46,44,43,48,121,"INSTITUCION EDUCATIVA DISTRITAL PAULO VI",-74.15832223,4.62117083684834,"oficial"
"111001013161",44,44,41,45,43,46,43,48,63,"CENTRO EDUCATIVO DISTRITAL SAN JOSE",-74.165646164,4.61636174984848,"oficial"
"111001013293",49,47,43,46.5,47,47,43,50,90,"COLEGIO NACIONES UNIDAS INSTITUCION EDUCATIVA DISTRITAL",-74.0882022299999,4.68467907684624,"oficial"
"111001013676",44,44,39,44,45,44,43,47,179,"CENTRO EDUCATIVO DISTRITAL NUEVO CHILE",-74.1661954529999,4.6033449018489,"oficial"
"111001013811",43,44,40,44,44,44,42,47,151,"INSTITUCION EDUCATIVA DISTRITAL SAN AGUSTIN",-74.1136344779999,4.54767880185071,"oficial"
"111001013820",44,46,39,44.5,47,44,42,47.5,52,"INSTITUCION EDUCATIVA DISTRITAL SANTA LIBRADA",-74.1131679329999,4.5141422728518,"oficial"
"111001013935",46,45.5,41,45,48,47,43,48,36,"INSTITUCION EDUCATIVA DISTRITAL SANTA MARTHA",-74.1155182639999,4.52514346085147,"oficial"
"111001014001",45,46.5,39.5,44,44,47,43,47.5,52,"INSTITUCION EDUCATIVA DISTRITAL EDUARDO SANTOS",-74.0933362169999,4.59446572584919,"oficial"
"111001014028",44,47,40,45,47,44,43,47,35,"INSTITUCION EDUCATIVA DISTRITAL REPUBLICA FEDERAL DE ALEMANIA",-74.1254784139999,4.57872997984969,"oficial"
"111001014109",43,46,41,46,45,46,43,48,127,"CENTRO EDUCATIVO DISTRITAL BRASILIA",-74.1815737729999,4.6279498918481,"oficial"
"111001014168",46,44,40,44,43,43,42,48,167,"INSTITUCION EDUCATIVA DISTRITAL ALTAMIRA SURORIENTAL -NUEVA GLORIA - REPUBLICA DE ISRAEL",-74.0892239119999,4.54407932485081,"oficial"
"111001014176",43,44,40,45,43,45,43,47,146,"INSTITUCION EDUCATIVA SAN CRISTOBAL SUR",-74.0809973539999,4.56969642585,"oficial"
"111001014206",44,45,40,45,43,44,42,48,196,"UNIDAD BASICA MARCO FIDEL SUAREZ",-74.1354233689999,4.57808849584974,"oficial"
"111001014214",44,45,40.5,45,45,44,44,48,272,"UNIDAD DISTRITAL DE EDUCACION BASICA CIUDAD DE BOGOTA",-74.1383240019999,4.57672360184978,"oficial"
"111001014290",47.5,48,44,47,47,48.5,46,52,146,"CENTRO EDUCATIVO DISTRITAL MARSELLA",-74.1271429699999,4.63176462584797,"oficial"
"111001014346",49,47,42,47,45,47,43,49.5,112,"CENTRO EDUCATIVO DISTRITAL RODRIGO ARENAS BETANCOURT",-74.1445113849999,4.67065281784671,"oficial"
"111001014451",43,42,36,44,42,44,42.5,45,32,"INSTITUCION EDUCATIVA  DISTRITAL JOSE ACEVEDO Y GOMEZ",-74.0829620729999,4.55965376285034,"oficial"
"111001014486",43,43,39.5,43.5,43,44,43,47,158,"COLEGIO REPUBLICA DE MEXICO INSTITUCION EDUCATIVA DISTRITAL",-74.1364508379999,4.55480281585048,"oficial"
"111001014524",44,45,40,45,43,43,42,47,103,"INSTITUCION EDUCATIVA DISTRITAL RAFAEL URIBE URIBE",-74.1489176769999,4.54729118885074,"oficial"
"111001014591",44,45,40,45,47,47,43,48,150,"INSTITUCION EDUCATIVA DISTRITAL MANUEL DEL SOCORRO RODRIGUEZ",-74.125838788,4.57742830884976,"oficial"
"111001014630",46,46,41,45,47,47,43,49,161,"INSTITUCION EDUCATIVA DISTRITAL FRANCISCO DE PAULA SANTANDER",-74.1102630949999,4.58949523984936,"oficial"
"111001014664",46,46,40,45,45,47,43,48,105,"INSTITUCION EDUCATIVA DISTRITAL EL LIBERTADOR",-74.1133620869999,4.58662086784945,"oficial"
"111001014729",48,43,43,44,44.5,40,43,47,18,"INSTITUCION EDUCATIVA DISTRITAL JOSE JOAQUIN CASAS",-74.1090173089999,4.63223377384794,"oficial"
"111001014745",43,49,45,47,48,47,43,52,39,"INSTITUCION EDUCATIVA DISTRITAL ANTONIO JOSE DE SUCRE",-74.118161127,4.63388850984792,"oficial"
"111001014826",46,46,41,45,45,44,43,48,139,"INSTITUCION EDUCATIVA DISTRITAL MARCO ANTONIO CARREÑO SILVA",-74.1121813969999,4.5973596958491,"oficial"
"111001014869",47,47,42,47,47,47,45,52,93,"COLEGIO DISTRITAL LUIS VARGAS TEJADA",-74.1275131749999,4.60839761284875,"oficial"
"111001014958",46,44,40,46,45,47,43,48,29,"INSTITUCION EDUCATIVA DISTRITAL CLEMENCIA HOLGUIN DE URDANETA",-74.1109302939999,4.57950665984966,"oficial"
"111001014974",43,45,39,45,45,47,43,48,136,"CENTRO EDUCATIVO DISTRITAL FRANCISCO DE MIRANDA",-74.1544575149999,4.61307148884857,"oficial"
"111001015172",46,48,42,47,49,47,46,50,118,"INSTITUCION EDUCATIVA DISTRITAL ALEJANDRO OBREGON",-74.1090387929999,4.57624329384977,"oficial"
"111001015458",44,46,41,45.5,47,47,45,50,172,"INSTITUCION EDUCATIVA DISTRITAL FLORIDABLANCA RAFAEL POMBO  FLORIDABLANCA II SEC",-74.1101935219999,4.69673940484587,"oficial"
"111001015598",44,46,41,45,46,47,43,49.5,212,"INSTITUCION EDUCATIVA DISTRITAL LAS AMERICAS",-74.1500613379999,4.61636184884845,"oficial"
"111001015601",49,47,43,48,50,50,43,50,194,"INSTITUCION  EDUCATIVA DISTRITAL OEA",-74.140863711,4.60931095984871,"oficial"
"111001015733",44,46,41,45,47,44,43,50,80,"INSTITUCION EDUCATIVA ANTONIO BARAYA PABLO VI",-74.1092093619999,4.58576187284949,"oficial"
"111001015776",46,46,40.5,47,47,47,45,48,172,"CENTRO EDUCATIVO DISTRITAL JULIO FLOREZ",-74.0775168029999,4.68690170284616,"oficial"
"111001015806",46,47,41,46,45,47,43,49,99,"CENTRO EDUCATIVO DISTRITAL JORGE GAITAN CORTES",-74.0963632589999,4.70340952284564,"oficial"
"111001015814",47,46,41,46,47,47,43,48,110,"COLEGIO REPUBLICA DE CHINA",-74.1050124059999,4.70547116984558,"oficial"
"111001015903",44,45,40,46,43,44,43,48,138,"COLEGIO DISTRITAL MONTEBELLO",-74.0896905929999,4.56357752585021,"oficial"
"111001015911",43,43,37,42,41,40,43,46,193,"CENTRO EDUCATIVO DISTRITAL LOS ALPES",-74.0880883679999,4.55049725485059,"oficial"
"111001016004",43,41,38,41.5,41,40,42,45,50,"INSTITUCION EDUCATIVA DISTRITAL LA BELLEZA - LOS LIBERTADORES",-74.0908822059999,4.53381061685119,"oficial"
"111001016039",41,44,40,44,43,44,43,45,97,"COLEGIO ORLANDO FALS BORDA INSTITUCION EDUCATIVA DISTRITAL",-74.1156356479999,4.51961129885164,"oficial"
"111001016071",46,47,43,48,46,47,45,50,110,"INSTITUCION EDUCATIVA DISTRITAL ISABEL II",-74.1516468019999,4.63517298684789,"oficial"
"111001016098",46,45,41,47.5,52,48.5,47,48,24,"INSTITUCION EDUCATIVA DISTRITAL ALQUERIA DE LA FRAGUA INSEDAF",-74.1361704009999,4.60478208684884,"oficial"
"111001016101",49,49,45,50,48,47,47,50,89,"CENTRO EDUCATIVO DISTRITAL LOS PERIODISTAS",-74.1583041869999,4.61751889184845,"oficial"
"111001016136",46,47,41,46,45,46,43,48,133,"INSTITUCION EDUCATIVA DISTRITAL LA CHUCUA",-74.1482146719999,4.6036794598489,"oficial"
"111001016250",45,47,40,41.5,43,43.5,42,48,54,"COLEGIO REPUBLICA BOLIVARIANA DE VENEZUELA  I.E.D.",-74.0792901429999,4.61525517484852,"oficial"
"111001016292",47,48,41,47,48,47,45,50,168,"COLEGIO KENNEDY INSTITUCION EDUCATIVA DISTRITAL",-74.1361611129999,4.61642492484846,"oficial"
"111001016314",45,45,41,45,45,44,43,48.5,90,"COLEGIO DISTRITAL SIMON RODRIGUEZ",-74.0540626939999,4.64049024984771,"oficial"
"111001017795",46,45,42,45,46,46,45,49,289,"INSTITUCION EDUCATIVA DISTRITAL MAGDALENA ORTEGA DE NARIÑO - MEDALLA MILAGROSA",-74.0826792599999,4.68654066684622,"oficial"
"111001018058",41,43,40,43,43,44,43,46,108,"INSTITUCION EDUCATIVA DISTRITAL ALEXANDER FLEMING",-74.120190841,4.57484277884982,"oficial"
"111001018201",44,45,41,45,45,44,43,50,147,"COLEGIO TECNICO DISTRITAL RUFINO JOSE CUERVO",-74.1237498179999,4.55539900985048,"oficial"
"111001018252",40.5,44,40,44,43,43.5,42,48,38,"COLEGIO DISTRITAL DE EDUCACION BASICA Y MEDIA JOSE MARIA CARBONELL",-74.0806267489999,4.58234261084958,"oficial"
"111001018325",43,41,38,44,43,43.5,42,45,100,"COLEGIO DISTRITAL JOSE JOAQUIN CASTRO MARTINEZ",-74.0881786029999,4.55566882585043,"oficial"
"111001018333",49,49,43,48,48,47,43,48,71,"INSTITUCION EDUCATIVA DISTRITAL EL RODEO",-74.0927817599999,4.54620391185076,"oficial"
"111001018341",44,47,40,46,45,47,43,50,107,"INSTITUCION EDUCATIVA DISTRITAL FRANCISCO JAVIER MATIZ",-74.0948789629999,4.56583783685012,"oficial"
"111001018368",43,42.5,37.5,44,43,43.5,42,46.5,116,"COLEGIO LA VICTORIA ",-74.0938737949999,4.55425804985048,"oficial"
"111001018384",43,44,40,45,47,47,43,47,119,"COLEGIO SAN ISIDRO SUR ORIENTAL - IED",-74.1018422299999,4.56393104185021,"oficial"
"111001019411",46,45,41,46,45,47,43,48,441,"INEM SANTIAGO PEREZ TUNAL",-74.1310545249999,4.57555731884978,"oficial"
"111001019526",49,48,43,48,48,47,46,52,141,"INSTITUCION EDUCATIVA DISTRITAL LICEO NACIONAL ANTONIA SANTOS",-74.0880380479999,4.60866626384874,"oficial"
"111001020095",43,46,38,43.5,43,43,43,47,88,"INSTITUCION EDUCATIVA DISTRITAL MISAEL PASTRANA BORRERO",-74.1085530869999,4.56451905885018,"oficial"
"111001020168",54,48,43,48,51,50,43,51,156,"INSTITUCION EDUCATIVA DISTRITAL SORRENTO - SAN RAFAEL",-74.113161853,4.62317647684826,"oficial"
"111001020320",41,43,38,44,41,44,42,47,225,"COLEGIO ISMAEL PERDOMO",-74.1654745099999,4.5873631228494,"oficial"
"111001024643",38,43,36,44,43,41,42,45,54,"COLEGIO NUEVA ESPERANZA INSTITUCION EDUCATIVA DISTRITAL",-74.091307303,4.51336333285185,"oficial"
"111001024660",46,46,40,46,45,46,45,49,181,"INSTITUCION EDUCATIVA DISTRITAL  NUEVO KENNEDY",-74.1727629589999,4.61728361684844,"oficial"
"111001024686",43,42,40,44,41,44,42,46,65,"COLEGIO MORALBA S.O. INSTITUCION EDUCATIVA DISTRITAL",-74.0824865219999,4.54060753185096,"oficial"
"111001024732",44,46,41,46,47,47,43,49,533,"INEM FRANCISCO DE PAULA SANTANDER KENNEDY",-74.1531062309999,4.62670300884811,"oficial"
"111001024830",44,46,40,45,43,41,43,48,55,"INSTITUCION EDUCATIVA DISTRITAL ALEMANIA SOLIDARIA",-74.0755385529999,4.65213576284729,"oficial"
"111001025020",47,46,42,45,46,50,43,49,235,"COLEGIO DISTRITAL ALBERTO LLERAS CAMARGO",-74.1018832349999,4.74353602884431,"oficial"
"111001025216",46,45.5,42,47,47,47,43,48,80,"INSTITUCION EDUCATIVA DISTRITAL VILLA AMALIA",-74.1262661039999,4.71048921284542,"oficial"
"111001025313",44,44,39.5,44.5,45,41.5,43,48,34,"LICEO NACIONAL AGUSTIN NIETO CABALLERO",-74.0862005719999,4.60598137084879,"oficial"
"111001026069",49,47,44,47,48,47,45,52,132,"COLEGIO DISTRITAL TECNICO MENORAH",-74.0928768219999,4.5941402658492,"oficial"
"111001026964",46,45,43,45,45,47,43,49,215,"CENTRO DISTRITAL DE EDUCACION BASICA JOHN F KENNEDY",-74.1508991249999,4.61930871984837,"oficial"
"111001027251",41,43,38,43,43,43,43,47,111,"INSTITUCION EDUCATIVA DISTRITAL LEON DE GREIFF",-74.1381624029999,4.55081644185059,"oficial"
"111001027308",49,45,41,47,47,47,45,50,60,"CENTRO EDUCATIVO DISTRITAL PROSPERO PINZON",-74.1512954899999,4.6240905998482,"oficial"
"111001027324",43,44,39,44.5,43.5,43.5,43,49,134,"CENTRO EDUCATIVO DISTRITAL FLORENTINO GONZALEZ",-74.0966714279999,4.56727525885005,"oficial"
"111001027332",43,45,41,45,45,47,43,48,168,"COLEGIO DISTRITAL GUSTAVO RESTREPO",-74.1060031379999,4.57529395384982,"oficial"
"111001027383",44,46,40,44,46,47,43,48,105,"INSTITUCION EDUCATIVA DISTRITAL ALFREDO IRIARTE",-74.1161289859999,4.5598460808503,"oficial"
"111001027391",43,44,40,44,45,44,42,48,225,"INSTITUCION EDUCATIVA DISTRITAL BRITALIA",-74.1729073059999,4.62493100284822,"oficial"
"111001028258",47,46,41,46,47,47,46,50,93,"INSTITUCION EDUCATIVA  DISTRITAL RAFAEL BERNAL JIMENEZ",-74.0735452949999,4.67221216084666,"oficial"
"111001029912",46,44,43,44,45,47,45,48,49,"COLEGIO DISTRITAL DE EDUCACION BASICA Y MEDIA JUAN FRANCISCO BERBEO",-74.0631853079999,4.66693186784683,"oficial"
"111001029955",43,44,39,44,43,44,43,47,189,"COLEGIO DISTRITAL AGUSTIN FERNANDEZ",-74.0236413619999,4.72965026384477,"oficial"
"111001030015",44,46,41,45,46,46,45,48,294,"INSTITUCION EDUCATIVA ENRIQUE OLAYA HERRERA",-74.102013053,4.56854118785001,"oficial"
"111001030066",46,46,41,46,48,47,43,48,168,"INSTITUCION EDUCATIVA DISTRITAL MANUELITA SAENZ",-74.0842851199999,4.57122442184994,"oficial"
"111001030821",43,44,40,41.5,43,44,43,46,100,"COLEGIO DISTRITAL DE EDUCACION BASICA Y MEDIA COMPARTIR MEISSEN",-74.1493589999999,4.5571532708504,"oficial"
"111001030830",41,43,40,44,43,43,43,46,121,"INSTITUCION EDUCATIVA DISTRITAL UNION EUROPEA",-74.1420086289999,4.55608653285042,"oficial"
"111001030848",43,45,40,45,45,44,43,48,156,"CENTRO EDUCATIVO DISTRITAL ARBOLIZADORA BAJA",-74.151655951,4.57557574384979,"oficial"
"111001030864",43,44,39,42,43,44,43,45,51,"CENTRO EDUCATIVO DISTRITAL GUACAMAYAS",-74.0964921759999,4.55575894785045,"oficial"
"111001030872",43,44,39,43,43,47,43,47,127,"INSTITUCION EDUCATIVA DISTRITAL ESTANISLAO ZULETA - LA ALBORADA",-74.1008741409999,4.49797887185236,"oficial"
"111001032255",49,48,41,46,46,46,43,50,158,"COLEGIO DISTRITAL TOMAS CARRASQUILLA",-74.0805360459999,4.6765156988465,"oficial"
"111001032280",46,46,40,44.5,45,44,42,49,224,"COLEGIO DISTRITAL TOMAS RUEDA VARGAS",-74.0862497729999,4.56144389485028,"oficial"
"111001032395",46,45,41,43,48,50,43,48,55,"INSTITUCION EDUCATIVA DISTRITAL REPUBLICA EE.UU. DE AMERICA",-74.1060295319999,4.5848667608495,"oficial"
"111001032409",38,41,38,43,42,44,42,45,54,"COLEGIO DISTRITAL JORGE SOTO DEL CORRAL",-74.0743567819999,4.58511706284947,"oficial"
"111001032433",43,45,41,48,47,45.5,43,47,52,"COLEGIO DISTRITAL REPUBLICA DEL ECUADOR",-74.0778080069999,4.57468588584982,"oficial"
"111001032450",47,47,41,45,46,47,43,48,135,"CENTRO EDUCATIVO DISTRITAL BERNARDO JARAMILLO",-74.1266767539999,4.57165211384994,"oficial"
"111001033898",44,44,40,44,43,46,43,47,151,"COLEGIO PATIO BONITO II INSTITUCION EDUCATIVA DISTRITAL",-74.1599169369999,4.64053336084768,"oficial"
"111001033979",43,44,41,44,43,43.5,43,48,142,"INSTITUCION EDUCATIVA DISTRITAL GARCES NAVAS III",-74.1162742169999,4.71149213084537,"oficial"
"111001034002",46,48,43,48.5,47,48.5,43,50,34,"INSTITUCION EDUCATIVA DISTRITAL GUILLERMO LEON VALENCIA",-74.1084722129999,4.70419683984562,"oficial"
"111001034011",41,42,39,44,43,43,42,47,53,"COLEGIO JUAN REY IED",-74.0870999099999,4.52428266185149,"oficial"
"111001034045",47,45,41,47,48,47,43,50,86,"COLEGIO LA FLORESTA SUR INSTITUCION EDUCATIVA DISTRITAL",-74.1277109199999,4.62070937784834,"oficial"
