"codigo_dane","mat","soc","fil","bio","qui","fis","ing","len","total.evaluados","nombre_col","lon","lat","tipo"
"111850001380",43,44,38.5,44,43,46,43,47,102,"INSTITUCION EDUCATIVA DISTRITAL EL CORTIJO - VIANEY",-74.1190856779999,4.51513692185178,"oficial"
"111850001428",43,43,38,43,43,43,42,47,306,"CENTRO DE EDUCACION DIVERSIFICADA DISTRITAL ALMIRANTE PADILLA",-74.1137355349999,4.51152085085188,"oficial"
"111850001461",44,43,40,44,44,46,43,46,54,"INSTITUCION EDUCATIVA DISTRITAL LOS TEJARES",-74.1084121439999,4.51313860885184,"oficial"
"111850001576",43,44,40,44,42,43,42,47,159,"COLEGIO FEDERICO GARCIA LORCA INSTITUCION EDUCATIVA DISTRITAL",-74.1074127229999,4.50700073085204,"oficial"
"211001032501",41,43,36,43,43,44,43,43,43,"CENTRO EDUCATIVO DISTRITAL LAS VIOLETAS",-74.0917043849999,4.5043419538521,"oficial"
"211001065271",41,43,34,41,45,47,42,45,13,"COLEGIO DISTRITAL EL VERJON BAJO",-74.0206913419999,4.60573713484884,"oficial"
"211001076346",38,44,40,47,45,43,40,47,17,"INSTITUCION EDUCATIVA DISTRITAL CAMPESTRE JAIME GARZON",-74.1468939169999,4.21179820486169,"oficial"
"211001076958",43,43.5,40,44,43,44,43,46,162,"INSTITUCION EDUCATIVA DISTRITAL JOSE FRANCISCO SOCARRAS",-74.2006990959999,4.6252912668482,"oficial"
"211001094832",43,43,40,44,43,44,43,47,121,"COLEGIO CIUDAD DE VILLAVICENCIO I. E. D.",-74.1022705119999,4.49409198785249,"oficial"
"211102000201",43.5,43,37,41,44,44,42,47,98,"INSTITUCION EDUCATIVA DISTRITAL SAN BERNARDINO",-74.2043560969999,4.61798712484843,"oficial"
"211102000243",44,45,40,45,45,44,42,47,299,"INSTITUCION EDUCATIVA DISTRITAL EL PORVENIR",-74.1830245179999,4.63613958684783,"oficial"
"211102000995",46,45.5,38,45,45,46,43,46.5,76,"COLEGIO BOSANOVA I.E.D ",-74.1883660869999,4.62272477584825,"oficial"
"211769003151",49,47,43,47,47,50,45,52,189,"CHORRILLOS IED  - NICOLAS BUENAVENTURA",-74.0912204939999,4.784619355843,"oficial"
"211850000051",43,43,39,45,39,43,43,45,51,"COLEGIO GRAN YOMASA  INSTITUCION EDUCATIVA DISTRITAL",-74.1097635019999,4.50870030085201,"oficial"
"211850000787",42,46,39,44,46,47,42.5,47,74,"INSTITUCION EDUCATIVA DISTRITAL TENERIFE - GRANADA SUR",-74.1154471309999,4.50736277485201,"oficial"
"211850000876",44,46,39.5,46,46.5,47,43,47,36,"INSTITUCION EDUCATIVA  DISTRITAL EL DESTINO",-74.1381474959999,4.40149288385546,"oficial"
"211850000981",41,42,38,43,39,41,39,45,34,"COLEGIO RURAL EL UVAL I.E.D. ",-74.1029561799999,4.47762206985298,"oficial"
"211850001121",44,46,38,46,47,47,42,47,69,"CENTRO EDUCATIVO DISTRITAL RURAL PASQUILLA",-74.158113909,4.44761263785397,"oficial"
"211850001171",44,44.5,40,45.5,45,44,43,49.5,34,"INSTITUCION EDUCATIVA DISTRITAL RURAL QUIBA ALTA",-74.1685358309999,4.51716242485168,"oficial"
"211850001317",44,44,40,43,43,44,42,47,59,"COLEGIO RURAL JOSE CELESTINO MUTIS  I.E.D",-74.152313638,4.51059990785193,"oficial"
"211850001473",40,44,36,43,41,40,39,45,49,"INSTITUCION EDUCATIVA DISTRITAL GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA",-74.3288769409999,4.09267359086553,"oficial"
"211850001481",44,44,38,45,45,44,43,48,120,"INSTITUCION EDUCATIVA  FABIO LOZANO SIMOLELLI",-74.1149231049999,4.53778967485103,"oficial"
"311001026441",40,42,39,41,41,41,42,46,67,"CENTRO EDUCATIVO DISTRITAL LOS PINOS",-74.0663662699999,4.58732176284945,"oficial"
"311001075034",43,41,37,41.5,41,44,40,46,40,"COLEGIO CANADA INSTITUCION EDUCATIVA DISTRITAL",-74.1546825969999,4.54092740285094,"oficial"
